question,correct_answer,predicted_answer,predicted_final_answer,confidence_score,is_correct
" At a restaurant each adult meal costs $7 and kids eat free. If a group of 13 people came in and 9 were kids, how much would it cost for the group to eat? ",28.0,"For the group of 13 people, 9 were kids who eat free. That means there were 13 - 9 = 4 adults. 

Each adult meal costs $7. So for 4 adults, it would be 4 x 7 = 28 dollars. The answer is 28.",28,0.9999815821647644,True
" Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"First, we need to find the total number of problems Paige had for homework. She had 43 math problems and 12 science problems, so in total, she had 43 + 12 = 55 problems.

Then, we subtract the number of problems she finished at school, which is 44. 

55 - 44 = 11

The answer is 11.",11,0.9999935030937195,True
" Rachel was playing a video game where she scores 9 points for each treasure she finds. If she found 5 treasures on the first level and 2 on the second, what would her score be? ",63.0,"Let's solve the problem step by step.

Rachel scores 9 points for each treasure she finds.

On the first level, she found 5 treasures: 5 * 9 = 45 points.
On the second level, she found 2 treasures: 2 * 9 = 18 points.

To find her total score, we add the points from both levels: 45 + 18 = 63.

The answer is 63.",63,0.9999855160713196,True
" A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0,"First, the waiter had 26 customers. Then 27 more customers came, making it 26 + 27 = 53 customers in total. Since 27 customers didn't leave a tip, the number of customers who left a tip would be 53 - 27 = 26. The answer is 26.",26,0.9999862313270569,True
 A toy store had 17 giant stuffed bears in stock when they got another shipment with 10 bears in it. The put the bears onto shelves with 9 on each shelf. How many shelves did they use? ,3.0,"There were originally 17 bears and 10 more were added. That's a total of 17 + 10 = 27 bears. Each shelf had 9 bears. To find the number of shelves used, we divide the total number of bears by the number of bears per shelf: 27 ÷ 9 = 3. The answer is 3.",3,0.9999933242797852,True
" Gwen was organizing her book case making sure each of the shelves had exactly 4 books on it. If she had 5 shelves of mystery books and 3 shelves of picture books, how many books did she have total? ",32.0,"First, let's find the total number of books of each type. Gwen has 5 shelves of mystery books, and each shelf has 4 books, so she has 5 x 4 = 20 mystery books. She also has 3 shelves of picture books, each with 4 books, so she has 3 x 4 = 12 picture books. To find the total number of books, we add the number of mystery books and picture books: 20 + 12 = 32. The answer is 32.",32,0.9999943971633911,True
 Wendy uploaded 79 pictures to Facebook. She put 44 pics into one album and put the rest into 5 different albums. How many pictures were in each album? ,7.0,"It seems like there is a question missing at the end.

However, I can solve the rest of the questions.

1. Q: There are 15 trees in the grove. Grove workers will plant trees in the grove today. After they are done, there will be 21 trees. How many trees did the grove workers plant today?
 A: There are 15 trees originally. Then there were 21 trees after some more were planted. So there must have been 21 - 15 = 6. The answer is 6.

2. Q: If there are 3 cars in the parking lot and 2 more cars arrive, how many cars are in the parking lot?
 A: There are originally 3 cars. 2 more cars arrive. 3 + 2 = 5. The answer is 5.

3. Q: Leah had 32 chocolates and her sister had 42. If they ate 35, how many pieces do they have left in total?
 A: Originally, Leah had 32 chocolates. Her sister had 42. So in total they had 32 + 42 = 74. After eating 35, they had 74 - 35 = 39. The answer is 39.

4. Q: Jason had 20 lollipops. He gave Denny some lollipops. Now Jason has 12 lollipops. How many lollipops did Jason give to Denny?
 A: Jason started with 20 lollipops. Then he had 12 after giving some to Denny. So he gave Denny 20 - 12 = 8. The answer is 8.

5. Q: Shawn has five toys. For Christmas, he got two toys each from his mom and dad. How many toys does he have now?
 A: Shawn started with 5 toys. If he got 2 toys each from his mom and dad, then that is 4 more toys. 5 + 4 = 9. The answer is 9.

6. Q: There were nine computers in the server room. Five more computers were installed each day, from monday to thursday. How many computers are now in the server room?
 A: There were originally 9 computers. For each of 4 days, 5 more computers were added. So 5 * 4 = 20 computers were added. 9 + 20 is 29. The answer is 29.

7. Q",7,0.9999764561653137,True
 The schools debate team had 5 boys and 40 girls on it. If they were split into groups of 9 how many groups could they make? ,5.0,"There are a total of 5 boys and 40 girls. So together, they have 5 + 40 = 45 team members. If they are split into groups of 9, to find the number of groups, divide the total number of team members by the number of members per group.

45 ÷ 9 = 5

The answer is 5.",5,0.9999721050262451,True
" April's discount flowers was having a sale where each rose was 7 dollars. If April started with 9 roses and had 4 roses left, how much money did she earn? ",35.0,"April started with 9 roses and had 4 roses left. This means she sold 9 - 4 = 5 roses. Each rose was $7, so she earned 5 x $7 = $35. The answer is $35.",35,0.999998152256012,True
" A trivia team had 11 members total, but during a game 6 members didn't show up. If each member that did show up scored 9 points, how many points were scored total? ",45.0,"Since 6 members didn't show up and the team had 11 members total, that means 11 - 6 = 5 members did show up. Each member who did show up scored 9 points, so the total points scored is 5 x 9 = 45.",45,0.9999977350234985,True
 A pet store had 13 siamese cats and 5 house cats. During a sale they sold 10 cats. How many cats do they have left? ,8.0,"First, we need to find the total number of cats originally: 
13 siamese cats + 5 house cats = 18 cats

Then, they sold 10 cats, so to find the number of cats left, we subtract 10 from 18: 
18 - 10 = 8

The answer is 8.",8,0.9999893307685852,True
 Victor was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 5 hours and on Tuesday he worked 5 hours. How much money did Victor make in those two days? ,60.0,"To find out how much money Victor made, we need to calculate his earnings for each day and add them together.

On Monday, Victor worked 5 hours at $6 per hour. So he made 5 * $6 = $30 on Monday.

On Tuesday, Victor also worked 5 hours at $6 per hour. So he made 5 * $6 = $30 on Tuesday.

To find the total amount of money he made in those two days, we add his earnings for each day: $30 (Monday) + $30 (Tuesday) = $60.

The answer is $60.",60,0.9999966025352478,True
" Megan baked 71 cupcakes for her school's bake sale. If her brother, Todd, ate 43 of them how many packages could she make if she put 7 cupcake in each package? ",4.0,"First, let's calculate how many cupcakes are left after Todd ate 43. 71 - 43 = 28 cupcakes. 

Since Megan puts 7 cupcakes in each package, to find the number of packages she can make, we divide the total number of cupcakes left by 7. 28 / 7 = 4. 

The answer is 4.",4,0.999977171421051,True
" There were 2 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",24.0,"First there were 2 friends. Then 2 more players joined, so there are 2 + 2 = 4 players. Each player had 6 lives. To find the total lives, multiply the number of players by the number of lives per player: 4 * 6 = 24 lives. The answer is 24.",24,0.9999931454658508,True
" Sam had 10 socks. If he threw away 3 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",43.0,"Originally, Sam had 10 socks. He threw away 3 socks, so he was left with 10 - 3 = 7 socks. Then, he bought 36 new socks. To find the total number of socks Sam has now, we need to add the number of socks he already had to the number of socks he bought: 7 + 36 = 43. The answer is 43.",43,0.9999576807022095,True
" Wendy picked 103 flowers for her friend’s wedding. She was making bouquets with 8 flowers in each one. If 47 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0,"Since Wendy had 103 flowers and 47 wilted, she has 103 - 47 = 56 flowers left. Since each bouquet has 8 flowers, the number of bouquets she can make is 56 / 8 = 7.",7,0.9999752044677734,True
" Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,"After selling 19 books, Adam would have 48 - 19 = 29 books. Then he bought 38 more books. To find the total, add 29 and 38: 29 + 38 = 67. The answer is 67.",67,0.9999762773513794,True
" Nancy's class is going on a field trip to the zoo. If each van can hold 5 people and there are 12 students and 3 adults going, how many vans will they need? ",3.0,"There are 12 students and 3 adults, so in total there are 12 + 3 = 15 people going. Each van can hold 5 people. To find out how many vans are needed, we divide the total number of people by the number of people each van can hold: 15 / 5 = 3. The answer is 3.",3,0.9999646544456482,True
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8.0,"Tom bought 4 regular sodas and 52 diet sodas. So in total he bought 4 + 52 = 56 sodas. Since the fridge can only hold 7 sodas, we need to divide the total number of sodas by 7 to find out how many shelves will be filled. 56 / 7 = 8.",8,0.9998422861099243,True
" The school cafeteria had 38 apples. If they used 20 to make lunch for the students and then bought 28 more, how many apples would they have? ",46.0,"Originally, the school cafeteria had 38 apples. They used 20 for lunch. So they were left with 38 - 20 = 18. Then they bought 28 more apples. 18 + 28 = 46. The answer is 46.",46,0.9999943971633911,True
" Luke was helping the cafeteria workers pick up lunch trays, but he could only carry 4 trays at a time. If he had to pick up 20 trays from one table and 16 trays from another, how many trips will he make? ",9.0,"First, we need to find the total number of trays Luke needs to pick up. He needs to pick up 20 trays from one table and 16 trays from another. 20 + 16 = 36. Since Luke can only carry 4 trays at a time, we divide the total number of trays by 4. 36 / 4 = 9. The answer is 9.",9,0.9999930262565613,True
" The cafeteria had 96 apples. For lunch they handed out 42 to students and decided to use the rest to make pies. If each pie takes 6 apples, how many pies could they make? ",9.0,"After handing out 42 apples to students, the cafeteria had 96 - 42 = 54 apples left. To find out how many pies they could make, divide the remaining apples by 6 since each pie takes 6 apples. 54 / 6 = 9. The answer is 9.",9,0.9999980926513672,True
" Henry had 3 action figures, but needed 8 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30.0,"Since Henry already has 3 action figures, he still needs 8 - 3 = 5 more action figures to complete his collection. Each action figure costs $6. So, he needs 5 * 6 = $30 to finish his collection.",30,0.999991238117218,True
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5.0,"The correct step 1 is: Frank initially had $3. If he received $37 for his allowance, then he would have a total of $3 + $37 = $40.

The correct step 2 is: Now, we know that Frank has $40, and each toy costs $8. To find out how many toys Frank can buy, we need to divide $40 by $8.",8,0.9999942779541016,False
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"In the previous statements you provided, the correct calculations were shown. However, you didn't ask for clarification on the last one. Let's solve it.

First, we need to find the total number of carrots that Vanessa and her mom picked. Vanessa picked 17 carrots and her mom picked 14. So, 17 + 14 = 31 carrots in total.

If only 24 carrots were good, then we can find the number of bad carrots by subtracting 24 from the total number of carrots. 31 - 24 = 7. The answer is 7.",7,0.9999940395355225,True
 At a company picnic 23 managers and 7 employees decided to start a game of volleyball. If they split into 6 teams how many people would be on each team? ,5.0,"23 managers and 7 employees make a total of 30 people. Since they are splitting into 6 teams, we need to divide 30 by 6.

30 / 6 = 5

Each team will have 5 people. The answer is 5.",5,0.9999947547912598,True
" Tiffany baked 8 brownies, but needed 17 total for her party. If she used 8 cups of flour on each one, how much cups of flour does she still need? ",72.0,"Let's break down the problem step by step:

1. Tiffany baked 8 brownies and needed 17 total for the party. This means she still needs 17 - 8 = 9 brownies to meet her target.

2. Since she needs 9 more brownies, and each brownie requires 8 cups of flour, she needs 9 * 8 cups of flour.

3. 9 * 8 is 72. The answer is 72.",72,0.9999883770942688,True
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7.0,"The total number of carrots they picked is 29 + 16 = 45. They have 38 good carrots. To find the number of bad carrots, subtract the good carrots from the total: 45 - 38 = 7. The answer is 7.",7,0.999992847442627,True
" A worksheet had 7 problems on it. If a teacher had 17 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",63.0,"Since the teacher had 17 worksheets and had already graded 8 of them, there are 17 - 8 = 9 worksheets left to grade. Each worksheet has 7 problems. To find the total number of problems, multiply the number of worksheets left by the number of problems on each worksheet: 9 * 7 = 63. The answer is 63.",63,0.9999605417251587,True
" There were 8 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",60.0,"There were 8 players originally. 2 more players joined, so there are now 8 + 2 = 10 players. Each player has 6 lives. To find the total number of lives, multiply the number of players by the number of lives per player: 10 * 6 = 60. The answer is 60.",60,0.9999914765357971,True
" At the arcade Cody won 49 tickets. If he spent 25 tickets on a beanie and later won 6 more tickets, how many would he have? ",30.0,"After winning 49 tickets, Cody spent 25 tickets. So he had 49 - 25 = 24 tickets left. Then, he won 6 more tickets. 24 + 6 = 30. The answer is 30.",30,0.9999913573265076,True
 For Halloween Bianca received 78 pieces of candy. She ate 30 pieces then placed the rest into piles with 8 in each pile. How many piles could she make? ,6.0,"Bianca had 78 pieces of candy. She ate 30, so she had 78 - 30 = 48 pieces left. If each pile has 8 pieces, then to find the number of piles, divide the total number of pieces by 8: 48 / 8 = 6. The answer is 6.",6,0.9999958276748657,True
" There were 5 friends playing a video game online when 2 more players joined the game. If each player had 8 lives, how many lives did they have total? ",56.0,"To find the total number of lives, we need to find out how many players were playing and multiply it by the number of lives each player had.

There were 5 friends playing initially and 2 more joined, so there are 5 + 2 = 7 players in total.

Each player had 8 lives, so the total number of lives is 7 * 8 = 56.",56,0.999998927116394,True
" At a restaurant each adult meal costs $8 and kids eat free. If a group of 11 people came in and 2 were kids, how much would it cost for the group to eat? ",72.0,"Let's break it down: 

1. If there were 11 people and 2 were kids, that means there were 9 adults (11 - 2 = 9).
2. Since each adult meal costs $8, the cost for the adults will be 9 x $8 = $72.
3. The kids eat for free, so no additional cost.
4. So the total cost for the group will be $72.

The answer is $72.",72,0.9999818205833435,True
" Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34.0,"First, let's find out how much money Roger earned from selling 21 books. However, we are not given the price per book. The problem doesn't mention the price per book. However, if we assume that some information about the amount of money earned, or price per book should be provided, we can't determine the correct answer with the existing information.",21,0.9999814629554749,False
" Wendy was playing a video game and had 10 lives. In a hard part of the game she lost 6 lives. If she got 37 more lives in the next level, how many lives would she have? ",41.0,"Let's break this down step by step. Wendy started with 10 lives. After losing 6 lives, she had 10 - 6 = 4 lives left. She then got 37 more lives in the next level. 4 + 37 = 41. The answer is 41.",41,0.9999896883964539,True
" Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4.0,"Frank started with 19 dollars. After spending 11 dollars, he had 19 - 11 = 8 dollars left. 

To find out how many 2 dollar games he could buy with the money he has left, we divide 8 by 2. 8 / 2 = 4. The answer is 4.",4,0.9999967813491821,True
" There school's baseball team had 48 new players and 6 returning players. If the coach put them into groups with 6 players in each group, how many groups would there be? ",9.0,"Let's find out the total number of players. 48 new players and 6 returning players make 48 + 6 = 54 players. Since each group has 6 players, 54 players will be divided by 6. 54 / 6 = 9 groups. The answer is 9.",9,0.9999929070472717,True
 Nancy had 80 files on her computer. She deleted 31 of them and put the rest into folders with 7 files in each one. How many folders did Nancy end up with? ,7.0,"If Nancy deleted 31 files, she had 80 - 31 = 49 files left. Then, she put the rest into folders with 7 files in each one. To find the number of folders, we divide the number of remaining files by the number of files per folder: 49 ÷ 7 = 7. The answer is 7.",7,0.9999861121177673,True
 Luke was selling his old games. He started out with 39 but sold 19 of them. He packed the rest up putting 4 games into each box. How many boxes did he have to use? ,5.0,"Let's first calculate the number of games left after Luke sold 19. He had 39 initially, and after selling 19, he had 39 - 19 = 20 games left. 

Since he put 4 games into each box, we can find the number of boxes needed by dividing the total number of games left by the number of games in each box: 20 ÷ 4 = 5. The answer is 5.",5,0.9999845623970032,True
" There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6.0,"Since 17 students didn't get picked, 65 - 17 = 48 students were picked. 48 students will be divided into 8 groups. To find out how many students in each group, we divide 48 by 8.

48 ÷ 8 = 6

So there will be 6 students in each group. The answer is 6.",6,0.9999948740005493,True
 Isabel uploaded 25 pictures to Facebook. She put 10 pics into one album and put the rest into 5 different albums. How many pictures were in each album? ,3.0,"There are 10 pictures in one album. She put the rest into 5 albums, but the ""rest"" is the number of pictures left after putting 10 into one album. So first we need to find the number of pictures left after putting 10 into one album. The total number of pictures she uploaded is 25. After putting 10 into one album, she is left with 25 - 10 = 15 pictures. Those 15 pictures are in 5 different albums. So each album has 15 / 5 = 3 pictures.",3,0.999933123588562,True
" Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? ",8.0,"Mike made a total of 14 + 26 = 40 dollars. Each week, he spends 5 dollars. To find out how long the money will last, you should divide the total amount of money by the weekly spending amount: 40 / 5 = 8. The answer is 8.",8,0.9999819397926331,True
" Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",34.0,"In total, Vanessa had 16 + 48 = 64 files. She deleted 30 files. To find the number of files left, we need to subtract the number of deleted files from the total number of files: 64 - 30 = 34. The answer is 34.",34,0.9999816417694092,True
" Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"First, find the total number of shirts Dave had to wash. There are 9 short sleeves and 27 long sleeves, so 9 + 27 = 36 shirts. He washed 20 of them, so to find out how many he did not wash, subtract 20 from 36. 36 - 20 = 16. The answer is 16.",16,0.9999977350234985,True
" A chef needs to cook 9 potatoes. He has already cooked 7. If each potato takes 3 minutes to cook, how long will it take him to cook the rest? ",6.0,"First, let's figure out how many potatoes are left to cook. He started with 9 potatoes and has already cooked 7. 9 - 7 = 2. So he has 2 potatoes left. Since each potato takes 3 minutes to cook, we multiply 2 by 3 to find the total time needed. 2 x 3 = 6. The answer is 6.",6,0.9999911785125732,True
" While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,"First, calculate the total number of pictures taken: 41 at the zoo + 29 at the museum = 70 pictures. Then, subtract the 15 pictures deleted: 70 - 15 = 55. The answer is 55.",55,0.9999973773956299,True
" A pet shelter had 2 puppies when another 34 were brought in. If 4 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"To find out how long it will take for all the puppies to be adopted, we need to find out how many days it will take to adopt 36 puppies (2 originally + 34 more). 

They adopt 4 puppies a day. To find the number of days it takes to adopt 36 puppies, divide 36 by 4.

36 / 4 = 9

The answer is 9. It will take 9 days for all the puppies to be adopted.",9,0.9999973177909851,True
" Will had 59 pieces of clothing to wash. He put 32 of them in one load, but decided to split the rest into 9 equal loads. How many pieces of clothing could go in each of the small loads? ",3.0,"For the last question: 
Will had 59 pieces of clothing originally. He put 32 in one load, leaving 59 - 32 = 27 pieces. He then divided the remaining 27 pieces into 9 equal loads. 

To find the number of pieces in each small load, we divide 27 by 9: 27 / 9 = 3. The answer is 3.",3,0.9999918341636658,True
" Adam bought 2 boxes of chocolate candy and 5 boxes of caramel candy. If each box has 4 pieces inside it, how much candy did he have total? ",28.0,"Adam bought 2 boxes of chocolate candy and 5 boxes of caramel candy. Each box has 4 pieces inside it. So, the total number of chocolates and caramels is:

2 boxes of chocolates * 4 pieces per box = 2 * 4 = 8 pieces
5 boxes of caramels * 4 pieces per box = 5 * 4 = 20 pieces

In total, Adam has 8 + 20 = 28 pieces of candy. The answer is 28.",28,0.9999836087226868,True
