question,correct_answer,predicted_answer,predicted_final_answer,confidence_score,is_correct
" For Halloween Debby and her sister combined the candy they received. Debby had 32 pieces of candy while her sister had 42. If they ate 35 pieces the first night, how many pieces do they have left? ",39.0,"Originally, Debby had 32 pieces of candy and her sister had 42. In total, they had 32 + 42 = 74 pieces of candy. They ate 35 pieces the first night, so they have 74 - 35 = 39 pieces left.",39,0.9999215205510458,True
 Emily was planting vegetables in her garden. She started with 41 seeds and planted 29 of them in the big garden and in each of her small gardens put 4 seeds each. How many small gardens did Emily have? ,3.0,"Emily started with 41 seeds. She planted 29 in the big garden, so she used 29 seeds from 41. She had 41 - 29 = 12 seeds left. She planted 4 seeds in each small garden. To find out how many small gardens she had, we need to divide the remaining seeds by 4. 12 ÷ 4 is 3. The answer is 3.",3,0.9990967695529644,True
" For Halloween Emily received 5 pieces of candy from neighbors and 13 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",2.0,"First, calculate the total number of candies Emily received: 5 (from neighbors) + 13 (from her sister) = 18 candies. 

Then subtract the number of candies she ate from this total: 18 - 9 = 9 candies left. To find out how long the candies will last her, divide the remaining candies by the amount she eats per day: 9 / 9 = 1 day.

The answer is 1 day.",1,0.9986134767532349,False
" Mike is at the library helping put away books. There are 82 book to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need? ",8.0,"There are 82 books in total. The librarian takes 10, so Mike is left with 82 - 10 = 72 books. Since Mike can fit 9 books on a shelf, the number of shelves he needs is 72 / 9 = 8. The answer is 8.",8,0.9999008774757385,True
" While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0,"At first, Nancy took 49 + 8 = 57 pictures. After deleting 38 pictures, she had 57 - 38 = 19 pictures left.",19,0.9998567274638585,True
" A new building needed 14 windows. The builder had already installed 8 of them. If it takes 8 hours to install each window, how long will it take him to install the rest? ",48.0,"A: There are 14 windows needed in total. The builder has already installed 8, so there are 14 - 8 = 6 windows left. Each window takes 8 hours to install. To find the total hours needed, multiply the number of windows left by the hours it takes to install each one. 6 x 8 = 48. The answer is 48.",48,0.9994673132896423,True
 A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? ,36.0,"Let's calculate the total number of oranges in the bin.

First, subtract the old oranges: 40 - 25 = 15.
Then, add the new oranges: 15 + 21 = 36.

The answer is 36 oranges.",36,0.9999081662722996,True
" At lunch a waiter had 7 customers and 5 of them didn't leave a tip. If he got $3 each from the ones who did tip, how much money did he earn? ",6.0,"Let's find out who the customers who tipped were. If 5 customers didn't leave a tip, then there were 7 - 5 = 2 customers who left a tip.

Since the 2 customers who left a tip each paid $3, the total amount earned is 2 x 3 = 6.

The answer is 6.",6,0.9918147802352906,True
 For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now? ,62.0,"After eating 25 pieces, Faye had 47 - 25 = 22 pieces left. 

Then her sister gave her 40 more pieces. So now Faye has 22 + 40 = 62 pieces of candy. The answer is 62.",62,0.9999331103430854,True
 A group of 4 friends went into a restaurant. The chef already had 9 chicken wings cooked but cooked 7 more for the group. If they each got the same amount how many would each person get? ,4.0,"In this problem, the chef started with 9 chicken wings, and then cooked 7 more. So in total, he had 9 + 7 = 16 chicken wings. Since the group of friends consisted of 4 people, each person would get 16 / 4 = 4 chicken wings. The answer is 4.",4,0.9996325135231018,True
" John earned 8 dollars for each lawn he mowed. If he had 15 lawns to mow, but forgot to mow 7 of them, how much money did he actually earn? ",64.0,"He earns 8 dollars per lawn. Since he forgot to mow 7 lawns, he mowed 15 - 7 = 8 lawns. He earned 8 dollars for each of the 8 lawns. So, he earned 8 x 8 = 64 dollars. The answer is 64.",64,0.999939582564614,True
" A pet shelter had 5 puppies when another 35 were brought in. If 8 puppies a day are adopted, how long would it take for all of them to be adopted? ",5.0,"The number of puppies left to be adopted is 5 + 35 = 40. 8 puppies are adopted each day. 

To find out how many days it would take, we divide the number of puppies left to be adopted by the number of puppies adopted each day: 40 / 8 = 5 days.

The answer is 5 days.",5,0.9999034330248833,True
" A new building needed 9 windows. The builder had already installed 6 of them. If it takes 6 hours to install each window, how long will it take him to install the rest? ",18.0,"Let's solve the last question.

Since the builder has already installed 6 windows, there are 9 - 6 = 3 windows left to install. 

If it takes 6 hours to install each window, it will take 3 x 6 = 18 hours to install the remaining 3 windows.",3,0.9995791647169325,False
" A teacher had 34 worksheets to grade. If she graded 7, but then another 36 were turned in, how many worksheets would she have to grade? ",63.0,"To find the number of worksheets the teacher would have to grade, we need to add the worksheets that were turned in to the ones she had left. 

The teacher started with 34 worksheets, but she graded 7 of them. This means she had 34 - 7 = 27 worksheets left before more were turned in.

After 36 more worksheets were turned in, the total number of worksheets she would have to grade is 27 (from before) + 36 (new ones) = 63 worksheets.

The answer is 63.",63,0.9987038850784302,True
" While playing at the arcade, Frank won 33 tickets playing 'whack a mole' and 9 tickets playing 'skee ball'. If he was trying to buy candy that cost 6 tickets a piece, how many could he buy? ",7.0,"The total number of tickets Frank won is 33 + 9 = 42. 

To find out how many candies he can buy, we need to divide the total number of tickets by the number of tickets required to buy each candy: 42 ÷ 6 = 7.

So, Frank can buy 7 pieces of candy with the tickets he won. The answer is 7.",7,0.9997670724987984,True
" At a restaurant each adult meal costs $7 and kids eat free. If a group of 13 people came in and 9 were kids, how much would it cost for the group to eat? ",28.0,"Let's calculate the cost of the meal.

There were 13 people in total and 9 kids, so the number of adults is 13 - 9 = 4.

Since kids eat for free, the cost is only for the adults. The cost for 4 adults is 4 * $7 = $28.

The answer is $28.",28,0.9933803737163543,True
" Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"Since Paige finished 44 problems, and she had 43 math and 12 science problems for homework, we need to subtract the problems she finished from the total number of homework problems.

First, calculate the total number of homework problems: 43 + 12 = 55.

Then, subtract the problems she finished from the total: 55 - 44 = 11.

The answer is 11.",11,0.9998735189437866,True
" Rachel was playing a video game where she scores 9 points for each treasure she finds. If she found 5 treasures on the first level and 2 on the second, what would her score be? ",63.0,"Since it's the score for the total treasures Rachael found, not individual levels, the total points would be (5 treasures * 9 points/treasure) + (2 treasures * 9 points/ treasure). 

For the first level, it would be 5 * 9 = 45 points.
For the second level, it would be 2 * 9 = 18 points.
In total, her score would be 45 + 18 = 63 points. 

The answer is 63.",63,0.998267148222242,True
" A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0,"Let's find the total number of customers the waiter had. 
Originally, he had 26 customers. Then 27 more customers arrived, so he had 26 + 27 = 53 customers in total.
Since 27 customers didn't leave a tip, the number of customers who left a tip is 53 - 27 = 26. 

The answer is 26.",26,0.9999277591705322,True
 A toy store had 17 giant stuffed bears in stock when they got another shipment with 10 bears in it. The put the bears onto shelves with 9 on each shelf. How many shelves did they use? ,3.0,"A: The store got 17 bears in stock, and then 10 more bears in the shipment. So in total, they have 17 + 10 = 27 bears. Each shelf has 9 bears. To find the number of shelves, divide the total number of bears by the number of bears per shelf: 27 / 9 = 3. The answer is 3.",3,0.9986782073974609,True
" Gwen was organizing her book case making sure each of the shelves had exactly 4 books on it. If she had 5 shelves of mystery books and 3 shelves of picture books, how many books did she have total? ",32.0,"Q: Gwen had 5 shelves of mystery books and 3 shelves of picture books. If each shelf must have exactly 4 books, then we can calculate the total number of books as follows:

- 5 shelves of mystery books = 5 x 4 = 20 books
- 3 shelves of picture books = 3 x 4 = 12 books

Total number of books = 20 + 12 = 32

The answer is 32.",32,0.999917455514272,True
 Wendy uploaded 79 pictures to Facebook. She put 44 pics into one album and put the rest into 5 different albums. How many pictures were in each album? ,7.0,"Let's break down the problem:

Wendy uploaded 79 pictures. She put 44 pictures into one album. So, the remaining pictures are: 79 - 44 = 35 pictures.

She put the remaining 35 pictures into 5 different albums. To find out how many pictures each album will have, divide the remaining pictures by the number of albums: 35 ÷ 5 = 7.

So, each album will have 7 pictures.",7,0.9998323917388916,True
 The schools debate team had 5 boys and 40 girls on it. If they were split into groups of 9 how many groups could they make? ,5.0,"First, we need to find the total number of people on the debate team: 5 boys + 40 girls = 45 people.

To find the number of groups that can be made, we divide the total number of people by the number of people per group: 45 / 9 = 5.

The answer is 5.",5,0.9999331321035113,True
" April's discount flowers was having a sale where each rose was 7 dollars. If April started with 9 roses and had 4 roses left, how much money did she earn? ",35.0,"First, we need to find out how many roses April sold. April started with 9 roses and had 4 roses left, so she sold 9 - 4 = 5 roses. 

Now, we need to find out how much money she earned from selling the roses. Each rose was $7. So she earned 5 * 7 dollars. 5 * 7 = 35. The answer is 35.",35,0.9979269703229269,True
" A trivia team had 11 members total, but during a game 6 members didn't show up. If each member that did show up scored 9 points, how many points were scored total? ",45.0,"To find the number of members who showed up, subtract the members who didn't show up from the total: 11 - 6 = 5. 

Then, multiply the number of members who showed up by the points each scored: 5 * 9 = 45. 

The answer is 45.",45,0.999238405908857,True
 A pet store had 13 siamese cats and 5 house cats. During a sale they sold 10 cats. How many cats do they have left? ,8.0,"To find the number of cats left, we need to calculate the total number of cats first and then subtract the number of cats sold.

There are 13 Siamese cats and 5 house cats, so the total number of cats is 13 + 5 = 18.

After selling 10 cats, the pet store has 18 - 10 = 8 cats left.

The answer is 8.",8,0.9999640941619873,True
 Victor was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 5 hours and on Tuesday he worked 5 hours. How much money did Victor make in those two days? ,60.0,"Let's calculate Victor's earnings. 

On Monday, Victor worked 5 hours at $6 per hour. So, he made 5 * 6 = 30 dollars on Monday.

On Tuesday, Victor worked 5 hours at $6 per hour. So, he made 5 * 6 = 30 dollars on Tuesday.

To find the total amount of money Victor made in those two days, add his earnings from both days: 30 + 30 = 60 dollars.

The answer is 60.",60,0.9999917149543762,True
" Megan baked 71 cupcakes for her school's bake sale. If her brother, Todd, ate 43 of them how many packages could she make if she put 7 cupcake in each package? ",4.0,"Let's break it down step by step.

Megan had 71 cupcakes. Todd ate 43 of them. 

To find out how many cupcakes Megan has left, we need to subtract the number of cupcakes Todd ate from the total number of cupcakes:

71 (total cupcakes) - 43 (cupcakes eaten) = 28 cupcakes left

Since Megan wants to put 7 cupcakes in each package, we need to divide the number of cupcakes left by 7 to find out how many packages she can make:

28 (cupcakes left) ÷ 7 (cupcakes per package) = 4 (packages)

The answer is 4.",4,0.9998217875307257,True
" There were 2 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",24.0,"To find the total number of lives, we need to consider the original number of players and the lives each player had. There were originally 2 friends playing and each had 6 lives, so they had a total of 2 x 6 = 12 lives. The 2 new players also had 6 lives each, adding an additional 12 lives. Therefore, the total number of lives is 12 + 12 = 24 lives. The answer is 24.",24,0.9954301665226618,True
" Sam had 10 socks. If he threw away 3 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",43.0,"To find out how many socks Sam has, we need to subtract the socks he threw away from his initial number and then add the new socks he bought. 

Starting with 10 socks and throwing away 3, we get: 10 - 3 = 7 socks.

Then, buying 36 new socks, we get: 7 + 36 = 43 socks.

The answer is 43.",43,0.9998632073402405,True
" Wendy picked 103 flowers for her friend’s wedding. She was making bouquets with 8 flowers in each one. If 47 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0,"If Wendy has 103 flowers left after 47 wilted, that means she has 103 - 47 = 56 flowers left. Since each bouquet requires 8 flowers, the number of bouquets she could make is 56 / 8 = 7. The answer is 7.",7,0.9998740792274475,True
" Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,"To find the total number of books Adam has, we need to calculate how many books he has after selling 19 and the number of new books he bought. 

Adam initially had 48 books. After selling 19 books, he had 48 - 19 = 29 books. 

Then, he bought 38 new books. So, he now has 29 + 38 = 67 books. 

The answer is 67.",67,0.999712039123882,True
" Nancy's class is going on a field trip to the zoo. If each van can hold 5 people and there are 12 students and 3 adults going, how many vans will they need? ",3.0,"Nancy's class consists of 12 students and 3 adults. To find the total number of people that need to go, we add 12 and 3, which is 15. Each van can hold 5 people. To find the number of vans needed, we divide 15 by 5, which equals 3. The answer is 3.",3,0.9999176740646363,True
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8.0,"The total number of sodas Tom has is 4 (regular) + 52 (diet) = 56. Since each shelf can hold 7 sodas, the total number of shelves he would fill up is 56 / 7 = 8. The answer is 8.",8,0.9992122277617455,True
" The school cafeteria had 38 apples. If they used 20 to make lunch for the students and then bought 28 more, how many apples would they have? ",46.0,"Initially, there were 38 apples in the cafeteria. They used 20 to make lunch, so they had 38 - 20 = 18 apples left. Then they bought 28 more apples, so they had 18 + 28 = 46 apples. The answer is 46.",46,0.9998599410057067,True
" Luke was helping the cafeteria workers pick up lunch trays, but he could only carry 4 trays at a time. If he had to pick up 20 trays from one table and 16 trays from another, how many trips will he make? ",9.0,"Since Luke can only carry 4 trays at a time, we need to find the total number of trays he needs to pick up and divide that by the number of trays he can carry per trip.

The total number of trays to pick up is 20 + 16 = 36 trays.

To find out how many trips he will make, we divide the total number of trays by the number of trays he can carry per trip:

36 trays / 4 trays per trip = 9 trips.

The answer is 9.",9,0.99967872351408,True
" The cafeteria had 96 apples. For lunch they handed out 42 to students and decided to use the rest to make pies. If each pie takes 6 apples, how many pies could they make? ",9.0,"Let's find out how many apples are left after handing out 42 to students. 

Initially, the cafeteria had 96 apples and gave away 42. So they have 96 - 42 = 54 apples left. Each pie requires 6 apples, so the number of pies they can make is 54 / 6 = 9. The answer is 9.",9,0.9999211484735663,True
" Henry had 3 action figures, but needed 8 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30.0,"Let's find out how much money Henry would need to finish his collection.

He already has 3 action figures, so he needs 8 - 3 = 5 more action figures.

Each action figure costs $6. So, he would need 5 x $6 = $30 to buy the remaining 5 action figures.

The answer is 30.",30,0.9992563009262085,True
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5.0,"First, calculate the total amount of money that Frank has. He initially had $3 and received $37 for his allowance. 

Total money = Initial money + Allowance = $3 + $37 = $40

Now, find out how many 8-dollar toys Frank can buy. 

Number of toys = Total money / Price per toy
= $40 / $8
= 5

The answer is 5.",5,0.999980890750885,True
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"The total number of carrots they picked is 17 (Vanessa) + 14 (her mother) = 31 carrots. Since only 24 of the carrots were good, the number of bad carrots is 31 - 24 = 7. The answer is 7.",7,0.9999277293682098,True
 At a company picnic 23 managers and 7 employees decided to start a game of volleyball. If they split into 6 teams how many people would be on each team? ,5.0,"23 managers + 7 employees = 30 people in total. If they split into 6 teams, you would divide the total number of people by 6: 30 / 6 = 5. The answer is 5.",5,0.9998190924525261,True
" Tiffany baked 8 brownies, but needed 17 total for her party. If she used 8 cups of flour on each one, how much cups of flour does she still need? ",72.0,There are 8 brownies and she needs 17 in total. That means she still needs 17 - 8 = 9 more brownies. The problem with the amount of flour isn't directly relevant to the question being asked (how many more brownies she needs to make).,9,0.9998450398445129,False
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7.0,"Let's analyze the situation: Carol picked 29 carrots, her mom picked 16, so together they picked 29 + 16 = 45 carrots. If only 38 were good, then the number of bad carrots is 45 - 38 = 7. The answer is 7.",7,0.9999396324157714,True
" A worksheet had 7 problems on it. If a teacher had 17 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",63.0,"Since the teacher had 17 worksheets and graded 8, the number of worksheets left to grade is 17 - 8 = 9. Since each worksheet has 7 problems, the total number of problems left to grade is 9 * 7 = 63.",63,0.9927063584327698,True
" There were 8 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",60.0,"Let's calculate the total number of lives:

- There were 8 friends playing the game initially, and each had 6 lives. So, initially, the total number of lives was 8 * 6 = 48.
- 2 more players joined the game, and each had 6 lives. So, the additional lives are 2 * 6 = 12.
- Total lives now = 48 (initial lives) + 12 (additional lives) = 60.
The answer is 60.",60,0.9998894674437386,True
" At the arcade Cody won 49 tickets. If he spent 25 tickets on a beanie and later won 6 more tickets, how many would he have? ",30.0,"Initially, Cody has 49 tickets. He spent 25 tickets, so he has 49 - 25 = 24 left. Then, he won 6 more tickets. So, he has 24 + 6 = 30 tickets. The answer is 30.",30,0.9999707221984864,True
 For Halloween Bianca received 78 pieces of candy. She ate 30 pieces then placed the rest into piles with 8 in each pile. How many piles could she make? ,6.0,"After Bianca ate 30 pieces of candy, she had 78 - 30 = 48 pieces left.

If each pile has 8 pieces of candy, then the number of piles would be 48 / 8 = 6.

The answer is 6.",6,0.9999426603317261,True
" There were 5 friends playing a video game online when 2 more players joined the game. If each player had 8 lives, how many lives did they have total? ",56.0,"Originally, there were 5 friends, each with 8 lives. That means 5 x 8 = 40 lives. When 2 more players joined, each with 8 lives, that is 2 x 8 = 16 more lives. So the total is 40 + 16 = 56 lives. The answer is 56.",56,0.9972772257668632,True
" At a restaurant each adult meal costs $8 and kids eat free. If a group of 11 people came in and 2 were kids, how much would it cost for the group to eat? ",72.0,"To find the total cost, we need to find the number of adults and multiply that by the cost of each adult meal.

There are 11 people in total, and 2 are kids. So, the number of adults is 11 - 2 = 9.

Each adult meal costs $8, so the total cost for the adults is 9 x $8 = $72.

Therefore, the total cost for the group to eat would be $72. The answer is 72.",72,0.9967859062281522,True
" Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34.0,"Let's break it down step by step:

Roger originally had 25 books. He sold 21 books. This means he had 25 - 21 = 4 books left.

Then, he used the money he earned from selling 21 books to buy 30 new books. The number of books he has now is the sum of the books he had left and the new books he bought: 4 + 30 = 34.

The answer is 34.",34,0.9994201009923761,True
" Wendy was playing a video game and had 10 lives. In a hard part of the game she lost 6 lives. If she got 37 more lives in the next level, how many lives would she have? ",41.0,"Initially Wendy had 10 lives. After losing 6 lives, she had 10 - 6 = 4 lives. If she got 37 more lives, she would have 4 + 37 = 41 lives. The answer is 41.",41,0.9995068669319153,True
" Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4.0,"Since Frank made 19 dollars and spent 11 dollars, the amount of money he had left is 19 - 11 = 8 dollars.

If he wants to buy 2 dollar games, the number of games he can buy is 8 / 2 = 4.

The answer is 4.",4,0.9999603986740112,True
" There school's baseball team had 48 new players and 6 returning players. If the coach put them into groups with 6 players in each group, how many groups would there be? ",9.0,"Total players = new players + returning players = 48 + 6 = 54. 

Each group will have 6 players. To find the number of groups, you need to divide 54 players by 6 players per group: 54 / 6 = 9. The answer is 9.",9,0.9997041165828705,True
 Nancy had 80 files on her computer. She deleted 31 of them and put the rest into folders with 7 files in each one. How many folders did Nancy end up with? ,7.0,"Q: There were 80 files. She deleted 31 of them, so she was left with 80 - 31 = 49. These were put in folders with 7 files each. So, the number of folders can be found by dividing 49 by 7. 7 * 7 = 49. So, she has 7 folders. The answer is 7.",7,0.9999281901579636,True
 Luke was selling his old games. He started out with 39 but sold 19 of them. He packed the rest up putting 4 games into each box. How many boxes did he have to use? ,5.0,"Luke started with 39 games and sold 19, so he had 39 - 19 = 20 games left. If he puts 4 games in each box, then the number of boxes needed is 20 / 4 = 5. The answer is 5.",5,0.9999541878700257,True
" There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6.0,"The total number of students trying out for the team is 65. 17 of them didn't get picked, so the number of students on the team is 65 - 17 = 48. These 48 students will be divided into 8 groups. To find out how many students will be in each group, divide 48 by 8: 48 ÷ 8 = 6. The answer is 6.",6,0.9998483520287734,True
 Isabel uploaded 25 pictures to Facebook. She put 10 pics into one album and put the rest into 5 different albums. How many pictures were in each album? ,3.0,"First, Isabel put 10 pictures into one album. So now she has 25 - 10 = 15 pictures left. These 15 pictures were put into 5 different albums. To find out how many pictures were in each album, divide the remaining pictures by the number of albums: 15 ÷ 5 = 3 pictures per album. The answer is 3.",3,0.9999040246009827,True
" Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? ",8.0,"Let's break this problem down step by step:

Mike made a total of $14 (mowing lawns) + $26 (weeding) = $40.

He spent $5 a week. To find out how long his money would last, we need to divide the total amount of money he made ($40) by the amount he spends each week ($5).

$40 / $5 = 8

So, Mike's money would last him 8 weeks.",8,0.9999509155750275,True
" Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",34.0,"In total, Vanessa had 16 + 48 = 64 files. After deleting 30 files, she has 64 - 30 = 34 files left.",34,0.9999168174607413,True
" Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"To solve this, we need to calculate the total number of shirts Dave had to wash and subtract the number he washed before school started.

There are 9 short sleeve shirts and 27 long sleeve shirts, so the total number of shirts is 9 + 27 = 36.

Dave washed 20 shirts before school started, so the number of shirts he did not wash is 36 - 20 = 16.

The answer is 16.",16,0.9999398708343505,True
" A chef needs to cook 9 potatoes. He has already cooked 7. If each potato takes 3 minutes to cook, how long will it take him to cook the rest? ",6.0,"To find the time it will take to cook the rest of the potatoes, we need to find out how many potatoes are left to cook. 

There were 9 potatoes in total and 7 have been cooked. So, there are 9 - 7 = 2 potatoes left to cook.

Each potato takes 3 minutes to cook. To find the total time it will take to cook the remaining potatoes, we multiply the number of potatoes by the time per potato. So, 2 x 3 = 6 minutes.

The answer is 6.",6,0.9998649001121521,True
" While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,"In total, Gwen took 41 pictures at the zoo and 29 at the museum. So, she originally had 41 + 29 = 70 pictures. 

If she deleted 15 pictures, then she has 70 - 15 = 55 pictures left. The answer is 55.",55,0.9999699115753173,True
" A pet shelter had 2 puppies when another 34 were brought in. If 4 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"To find out how long it would take for all the puppies to be adopted, we need to find out how many puppies are left after some are adopted.

There are 2 puppies originally, and 34 more were brought in. So, 2 + 34 = 36 puppies.

4 puppies are adopted each day. To find out how many days it would take to adopt all the puppies, we need to divide the total number of puppies remaining by the number of puppies adopted each day: 

36 puppies / 4 puppies per day = 9 days.

The answer is 9.",9,0.997028398513794,True
" Will had 59 pieces of clothing to wash. He put 32 of them in one load, but decided to split the rest into 9 equal loads. How many pieces of clothing could go in each of the small loads? ",3.0,"For the last question:

To find out how many pieces of clothing will go in each small load, we need to subtract the pieces already washed from the total and divide the remaining pieces by the number of small loads.

First, subtract the pieces already washed: 59 (total) - 32 (already washed) = 27 pieces left.

Then, divide the remaining pieces by the number of small loads: 27 / 9 = 3.

The answer is 3.",3,0.9994928581374032,True
" Adam bought 2 boxes of chocolate candy and 5 boxes of caramel candy. If each box has 4 pieces inside it, how much candy did he have total? ",28.0,"Adam bought 2 boxes of chocolate candy, which is 2 * 4 = 8 pieces, and 5 boxes of caramel candy, which is 5 * 4 = 20 pieces. So in total, he had 8 + 20 = 28 pieces of candy. The answer is 28.",28,0.9997759759426117,True
